16450,6110,9300,11940,14570,21060,15940,5000,11040,15510,14470,10170,15930,13910,6970,8620,24620,16650,10740,9170,9140,6900,8500,8690,26290,10900,5360,7760,7210,8930,10180,10530,23150,16550,10110,7660,8940,11200,12960,11230,30460,22090,19040,24350,21020,17310,14210,9960,31510,23910,25140,25520,25860,10070,11370,13330,27640,26900,30290,30640,20230,17160,22530,10360
12700,8330,12910,12090,15700,20480,13090,4960,11550,13670,12550,10550,15690,11820,4940,11050,21570,14780,10210,9630,8030,6570,8190,7340,25410,8380,8490,6870,7290,8430,7230,9300,25760,15230,7380,9090,10400,11680,12470,14640,21420,20530,17130,26630,23470,13500,11080,9670,30180,23980,27630,30640,23710,7160,14590,15240,29070,25400,28210,28980,15480,21020,24950,9150
13620,11630,12210,11080,18390,21120,10530,9060,10580,13460,11430,12010,18270,12530,5530,11590,24020,11100,12300,12180,7550,6230,8490,8250,23060,8460,6860,6740,8850,11190,7850,13310,24590,15450,7920,6900,17610,13590,14150,17180,24810,20530,13910,23920,23410,16020,12210,8960,29230,22060,28170,29180,24830,11520,13110,12390,30150,29630,31430,30730,16860,21820,17480,8540
10260,12740,13950,13230,18550,17530,9770,9780,13240,12320,11180,12080,12790,8700,6840,15870,26500,10460,10970,8120,7110,8520,6000,10240,21830,8350,6970,6050,8370,11930,7100,16100,22030,9300,8880,14020,13520,14310,12380,19110,35320,19600,19340,24820,18600,16090,13270,12330,29630,27320,26940,30410,18520,9190,13560,10840,33720,37050,31180,23460,17520,26430,15450,15070
8230,10790,8540,15060,25280,17310,5000,13990,14540,14660,11890,12320,20580,8410,9550,21400,21970,7470,11770,8120,6410,7180,9490,13110,16260,6320,13680,8170,10730,9050,8810,19570,25560,6780,8530,15420,15040,11870,16050,15420,32020,20210,17470,20230,16560,12060,14810,13060,35610,37170,28350,29890,12850,14760,9450,14130,29900,29760,28390,28220,16880,27170,11970,11580
14870,11030,11560,16290,28360,18070,6580,15530,21980,13080,16830,15310,17580,4670,9120,18770,23800,9580,14170,8850,6690,7250,9360,15490,12630,7340,10360,8840,12020,9150,11230,18410,18430,10120,11220,13490,12950,12960,9000,19640,24790,18360,24460,23140,20960,9690,13830,11520,33090,29850,26690,25680,10340,14970,12300,12280,37990,35670,32690,25490,17130,21960,11790,16070
11280,12960,9970,24350,25800,16400,5440,21080,18200,13770,15420,16060,13880,6130,10650,23930,19300,11900,14290,11080,8520,9730,11780,22430,12050,7470,8530,7910,11290,11010,10650,26780,18970,8310,10260,17410,15420,15000,14870,14810,26190,20050,21810,21920,15740,13420,13460,11010,35690,25970,33630,22440,8030,19060,15610,10210,36870,30490,34380,20620,23300,19480,17390,12710
16230,15280,10620,24190,28990,9360,12180,23710,19610,12750,12480,16360,10420,6150,18010,25620,12480,12820,15820,5160,6410,7680,7170,25420,9300,8430,11860,6980,19620,11050,13960,21380,16630,9990,12410,15000,13470,12480,15840,17020,28280,20540,30990,21150,11970,19520,12620,10440,30790,30590,30450,22200,11620,19260,14100,13740,32850,32190,31500,19960,25260,20230,15380,15160
13380,14900,14730,25560,25510,11110,12550,24590,14040,14950,13210,17010,9240,7540,17330,27900,7390,14700,12300,9860,9990,8140,11150,22200,5170,8620,11490,8850,11900,8890,16080,22040,16760,7050,14290,15450,16220,15840,22360,11210,23550,19780,34460,21530,16730,11630,15050,14970,30810,33470,28170,19330,15710,16680,18300,12030,32390,30260,33310,20080,27570,14600,16590,18560
11270,10960,19080,27000,21260,8400,17100,27290,11740,18810,16130,19790,8530,8720,24390,24870,11610,13320,11580,6490,10460,9440,17630,22690,6210,10250,6910,10230,16830,10940,16860,21580,12920,11450,11250,15030,15830,16010,18950,8380,19870,21800,30310,16520,15600,14100,12060,13590,33870,32820,29550,16890,21540,13830,16170,14710,30450,31850,23870,17820,29700,12490,17740,16770
