25560,19600,15470,15790,14920,15930,16220,10810,21870,12430,13240,20640,10150,19080,17170,9440,21240,11730,11790,11540,11200,20470,16860,7940,19940,13800,14520,11330,13770,13220,6600,6830,24760,12010,7760,13920,9550,16910,10290,6630,21010,16050,18380,10160,15470,14840,7110,3690,28340,23230,18920,14330,15380,9400,7650,7090,33020,28380,22810,21800,23140,14410,17430,20000
29670,16880,14390,18090,14560,17860,14430,8820,19280,8550,10300,15350,14590,23270,15560,10320,18080,8880,15440,9860,16640,22940,12260,5500,16380,19730,13780,7370,13530,12110,9620,5000,17250,10220,8600,13730,13240,15410,9420,8420,23990,18970,18350,10190,15140,15530,6410,4430,27460,28460,17320,11570,15610,7130,6510,12520,32760,26080,21810,26810,20990,19890,19910,23320
32990,19410,14290,20710,14990,16480,14050,12780,20490,9120,14520,18330,14570,21570,11930,7460,16440,8700,16780,9520,17600,21150,11660,5670,18750,17240,16090,13520,14430,13750,5930,6430,15740,11610,10900,12100,9910,14190,8700,8280,22770,20860,16180,9510,20390,8050,4610,7300,30790,24050,16220,16050,15160,6890,6360,12240,31460,25420,18530,26570,17900,17300,20850,22620
26620,17920,16230,23970,13480,14920,16630,17050,12860,10510,21620,14350,20710,26770,12720,8910,10170,11460,17370,4960,19980,20090,9480,4520,18270,15410,9380,12410,10720,10520,9340,6910,14410,12350,15780,13520,9440,10100,11170,10180,20890,18260,16420,11640,17400,11770,4970,9420,26580,24950,14020,18550,8600,7190,7300,16930,33880,25340,23870,24550,19370,21450,20920,24070
23560,16240,16860,19700,13920,17300,7630,13940,8450,12200,20730,16470,20250,23860,8630,8240,10930,7710,16520,9380,20150,16880,7810,4880,16420,12260,10940,18470,14410,9040,8290,12740,16280,13860,15990,8750,13200,15610,6270,7220,21010,18100,15430,15200,14020,9310,5300,11300,31220,18320,11110,21740,11820,7310,8210,19190,30850,26720,26420,20970,21990,23140,27780,33260
22990,14890,20710,17670,23400,13910,8820,15950,12910,10280,20870,13000,26080,17980,8030,8480,10520,10910,18980,11750,24840,20300,6010,7190,16330,15720,10070,15010,10580,7830,9340,13400,11630,13330,16580,9700,15450,13270,6670,7550,21070,23690,11510,17090,11650,6370,6560,12860,26650,19140,11250,22230,5180,10350,10370,25720,29600,23650,23100,23320,18110,19830,20680,29430
23960,12900,25230,17420,22710,20310,11080,17140,6600,15310,21120,14520,28290,20530,10130,7070,8360,15560,11530,13100,22320,16330,6860,6640,13600,13750,11440,14960,13220,10910,8770,17960,12050,12130,18410,15110,18220,11910,9990,11430,21340,18340,10160,19630,13280,6940,7700,16400,28330,14660,13110,18980,8280,8950,16210,28360,35140,23010,30320,23650,26540,23040,25730,35070
23370,16460,21170,17320,24000,13920,12920,20990,10970,18230,20620,19970,24290,14610,10170,6700,8060,17620,13940,18280,30270,10450,8770,7340,15010,16790,14170,14760,16700,7460,7630,12720,13280,11350,17650,13850,16180,13260,7550,9850,19250,17110,9300,18570,9960,5980,8350,16640,31290,14800,18110,17360,9060,8000,12150,29200,32520,21780,34470,24160,25590,28910,29770,29220
21620,18910,26630,19810,21320,12800,14070,20460,9130,22680,15520,23090,30330,11390,9360,6920,7840,23900,12320,23700,23850,11580,5600,8910,14980,11240,15230,13420,11110,6470,10470,11500,10990,11400,14420,14120,16430,8620,11560,12670,22380,13290,19920,15550,9890,7150,12140,20740,22990,11680,21040,15350,7580,5350,21300,29460,35030,25510,31770,27240,24480,22080,26440,29360
20830,18030,18350,12570,18360,9130,18240,17840,10180,25170,13030,25520,29470,7860,10170,9530,10810,19600,11340,17040,22760,9740,5360,8040,14240,14250,13350,13010,12280,8390,14930,14750,13160,16650,10350,15950,14190,8310,16110,11020,17130,10480,21310,14690,9470,9120,14820,19900,25910,10170,23630,12850,7510,8560,22310,26150,31760,28200,31390,23550,25590,22760,31440,30440
21040,19470,19240,19580,16340,10380,19010,17840,10850,24300,15400,26720,26070,6280,7620,10670,16030,20590,14140,24780,18530,7600,6130,8490,15810,12440,16570,14710,14310,6050,18500,13510,15810,19150,15620,16970,14070,8860,14160,13330,17980,12740,20640,9300,12000,7290,22260,24650,21430,13130,24630,8810,10820,11200,27790,25240,33780,26880,30140,22410,22870,23150,32620,28390
20010,24870,20950,19610,18820,12840,22180,15350,16530,20590,23640,28880,18900,6990,8800,9340,16850,15800,17680,25890,16220,4510,10320,14960,16780,13030,15510,18040,9330,9520,13400,17600,10660,15230,11850,12570,11700,12220,10730,13180,15350,13120,19280,12370,9790,9820,23150,17790,21400,15890,19330,8930,7870,16620,32770,23430,27650,31970,24760,27130,33390,28610,32780,33280
